avis,texte_clean,sentiment,label,application,note
Depuis la dernière version j'ai eu un problème technique j'ai contacté mon conseiller qui m'a invité à vous contacter via l'application et via l'email attijarinet et je n'ai toujours pas reçu de réponse de votre part sur mon problème !!! c'est vraiment incroyable je met 1 étoile parcequ'au niveau communication c'est vraiment nul ! Vous ne refletez pas votre image de marque et vos principes !!!!,depuis la dernière version j'ai eu un problème technique j'ai contacté mon conseiller qui m'a invité à vous contacter via l'application et via l'email attijarinet et je n'ai toujours pas reçu de réponse de votre part sur mon problème ! c'est vraiment incroyable je met étoile parcequ'au niveau communication c'est vraiment nul ! vous ne refletez pas votre image de marque et vos principes !,negative,0,Attijari Mobile,1
très utile merci,très utile merci,positive,2,Marjane,5
"très bonne application, mais bloquée sur mon phone, je reçois le message: cette application n'est plus compatible avec votre appareil, aidez moi svp et merci.","très bonne application, mais bloquée sur mon phone, je reçois le message cette application n'est plus compatible avec votre appareil, aidez moi svp et merci.",positive,2,Attijari Mobile,5
10 sur 10 merci d'avance pour votre réponse bizou et à très bientôt j'espère bien,sur merci d'avance pour votre réponse bizou et à très bientôt j'espère bien,positive,2,Yassir,4
"Merci de bien vérifier que les conducteurs respectent la tarification standard proposé sur l'application pour les trajets en ville Car j'ai commencé a remarquer que ce n'est plus le cas que se soit pour les motos ou Bien les véhicules, a cause de ça j'ai commencé a commander chez Careem, et conçurents merci de prendre en considération ma petite demande et bon courage.","merci de bien vérifier que les conducteurs respectent la tarification standard proposé sur l'application pour les trajets en ville car j'ai commencé a remarquer que ce n'est plus le cas que se soit pour les motos ou bien les véhicules, a cause de ça j'ai commencé a commander chez careem, et conçurents merci de prendre en considération ma petite demande et bon courage.",positive,2,inDriver,5
une app qui facilite la vie tout simplement,une app qui facilite la vie tout simplement,positive,2,My inwi,5
"c'est quoi une carte CCP .. c'est compliqué chez vous j'ai un autre compte CIH et leur application est bien developpée j'arrive à ajouter mes bénéficiaires et faire mes virements sans le moindre souci. Autre chose lors de la création de mon compte y a plus de 2 ans ils ont mal renseigné mon numero de tél ""un chiffre de plus"" résultat j ne reçois jms le code pour validation de mes paiements, impossible de mettre à jour mn num de tel ni depuis votre app ni votre site votre centre clt non plus","c'est quoi une carte ccp . c'est compliqué chez vous j'ai un autre compte cih et leur application est bien developpée j'arrive à ajouter mes bénéficiaires et faire mes virements sans le moindre souci. autre chose lors de la création de mon compte y a plus de ans ils ont mal renseigné mon numero de tél un chiffre de plus résultat j ne reçois jms le code pour validation de mes paiements, impossible de mettre à jour mn num de tel ni depuis votre app ni votre site votre centre clt non plus",negative,0,BMCE Direct,1
"Bonjour, dommage de ne pas proposer un autre moyen de paiement hors carte bancaire, aprs avoir passe 30min à sélectionner les articles (plus d'une centaine) on ne me donne pas le choix pr le paiement. Plusieurs références ne sont pas disponibles vraiment dommage","bonjour, dommage de ne pas proposer un autre moyen de paiement hors carte bancaire, aprs avoir passe 30min à sélectionner les articles plus d'une centaine on ne me donne pas le choix pr le paiement. plusieurs références ne sont pas disponibles vraiment dommage",negative,0,Marjane,1
meilleur site des annonces,meilleur site des annonces,positive,2,Avito,5
la nouvelle version est nulle. elle se bloque toujours et on arrive pas à visualiser nos transactions,la nouvelle version est nulle. elle se bloque toujours et on arrive pas à visualiser nos transactions,negative,0,Attijari Mobile,1
je ne peux pas choisir mes articles et verifier mon panier.. pourquoi ?????,je ne peux pas choisir mes articles et verifier mon panier. pourquoi ?,negative,0,Marjane,1
je n'arrive pas à enregistrer ma carte bancaire. votre hotline ne répond pas !,je n'arrive pas à enregistrer ma carte bancaire. votre hotline ne répond pas !,negative,0,Marjane,1
vous etes les meilleurs,vous etes les meilleurs,positive,2,Jumia,5
"Après la mise à jour c'est devenu très dérangeant surtt avec les couleurs de la CNSS,","après la mise à jour c'est devenu très dérangeant surtt avec les couleurs de la cnss,",negative,0,BMCE Direct,1
C'est un très bonne appli et j'adore y faire des achats car elle est fiable à 100%,c'est un très bonne appli et j'adore y faire des achats car elle est fiable à,positive,2,Jumia,5
l application fonctionne mais c es très lent il y a pas de fluidité entre les rubriques .,l application fonctionne mais c es très lent il y a pas de fluidité entre les rubriques .,neutral,1,My inwi,3
Efficace et rapide.,efficace et rapide.,positive,2,Yassir,5
"Jumia toujours au rendez-vous, jamais aux abonnés absents","jumia toujours au rendez-vous, jamais aux abonnés absents",positive,2,Jumia,4
La nouvelle version de L'application ne fonctionne pas sur mon téléphone,la nouvelle version de l'application ne fonctionne pas sur mon téléphone,negative,0,Attijari Mobile,1
Très bonne expérience,très bonne expérience,positive,2,Avito,5
service clients bien,service clients bien,positive,2,Glovo,5
très bon chauffeur . personne correcte et aimable. bonne musique et très belle voiture confortable. ponctuel,très bon chauffeur . personne correcte et aimable. bonne musique et très belle voiture confortable. ponctuel,positive,2,inDriver,5
"l'application est pratique, facile est rapide. Merci beaucoup pour votre efforts.","l'application est pratique, facile est rapide. merci beaucoup pour votre efforts.",positive,2,Attijari Mobile,5
Chaque fois j'utilise l'application pour paiement des factures je doit insérer les donnés vous devez travailler sur les favoris,chaque fois j'utilise l'application pour paiement des factures je doit insérer les donnés vous devez travailler sur les favoris,neutral,1,Orange Money MA,3
très bonne service,très bonne service,positive,2,Attijari Mobile,5
site agreable notoire et seduisant. merci equipe avito.,site agreable notoire et seduisant. merci equipe avito.,positive,2,Avito,5
J ai donne 3 etoiles car l'affichage des montants des blocages en cours ou les retrait sur gab ne s'affiche plus sur cette nouvelle version. Merci de voir svp,j ai donne etoiles car l'affichage des montants des blocages en cours ou les retrait sur gab ne s'affiche plus sur cette nouvelle version. merci de voir svp,neutral,1,BMCE Direct,3
l'application ne s'ouvre pas 😠,l'application ne s'ouvre pas,negative,0,Marjane,1
"Je peux même pas créer une carte de fidélité, notifications d'erreur a chaque fois.","je peux même pas créer une carte de fidélité, notifications d'erreur a chaque fois.",negative,0,Marjane,1
L'écriture est quasiment illisible et impossible de zoomer les images,l'écriture est quasiment illisible et impossible de zoomer les images,negative,0,Marjane,2
le meilleures applications en Tunisie,le meilleures applications en tunisie,positive,2,Yassir,5
"très bonne personne, Poli et respectueux","très bonne personne, poli et respectueux",positive,2,inDriver,5
on a d'honneur de cette mise à jour,on a d'honneur de cette mise à jour,positive,2,Attijari Mobile,5
l'application ne fonctionne pas après la dernière mise à jour.,l'application ne fonctionne pas après la dernière mise à jour.,neutral,1,CIH Mobile,3
"jai commandé glovo express, rapide et le vin et la bière étaient frais 😁","jai commandé glovo express, rapide et le vin et la bière étaient frais",positive,2,Glovo,5
des tarifs innormal qui causerants des problemes entre chauffeurs er passager car tant que les tarifs son bas le client ne sera pas le bien venue par le chauffeur et ca causera automatiquent la mauvaise extentions de votre entreprise merci,des tarifs innormal qui causerants des problemes entre chauffeurs er passager car tant que les tarifs son bas le client ne sera pas le bien venue par le chauffeur et ca causera automatiquent la mauvaise extentions de votre entreprise merci,negative,0,inDriver,1
félicitations 🥳 très bon aplication 💗❤️,félicitations très bon aplication,positive,2,Yassir,5
tres bon apps,tres bon apps,positive,2,Attijari Mobile,5
ça fonction pas pour moi 😮‍💨😮‍💨😮‍💨,ça fonction pas pour moi,negative,0,My inwi,1
Manque de professionnalisme,manque de professionnalisme,negative,0,Yassir,1
j'ai oublié mon téléphone portable dans la voiture hier aux environs de 21h,j'ai oublié mon téléphone portable dans la voiture hier aux environs de 21h,positive,2,inDriver,5
c’est plus rapide est tu peux faire tout t’es cours,c est plus rapide est tu peux faire tout t es cours,positive,2,Yassir,5
"Les frais de service sont trop chers, vous abusez!!!!","les frais de service sont trop chers, vous abusez!",neutral,1,Glovo,3
bravo ma banque ATW toujours à l'avant garde avec quelques longueurs d'avance sur les confrères,bravo ma banque atw toujours à l'avant garde avec quelques longueurs d'avance sur les confrères,positive,2,Attijari Mobile,5
je suis satisfaite .merci,je suis satisfaite .merci,positive,2,Marjane,5
mieux que kool,mieux que kool,positive,2,Glovo,5
Meilleure banque et meilleure application bancaire pour l'instant!,meilleure banque et meilleure application bancaire pour l'instant!,positive,2,CIH Mobile,5
prière de regler le problème d'édition des relèves de compte dont je trouve un blocage. malgré plusieurs réclamations au niveau de mon agence domiciliataire. remerciement par avance.,prière de regler le problème d'édition des relèves de compte dont je trouve un blocage. malgré plusieurs réclamations au niveau de mon agence domiciliataire. remerciement par avance.,negative,0,Attijari Mobile,2
merci pour l'application yassir,merci pour l'application yassir,positive,2,Yassir,5
Très bonne application,très bonne application,positive,2,Marjane,5
