application,categorie,note,sentiment,avis,date_avis,likes
Glovo,Livraison,5,positive,meilleur que uber et delivero,2026-03-15 03:26:44,1
Glovo,Livraison,5,positive,bien,2026-03-14 23:03:46,0
Glovo,Livraison,5,positive,excellent sand Merguez,2026-03-14 21:23:21,0
Glovo,Livraison,5,positive,toppppp😎,2026-03-13 22:33:57,0
Glovo,Livraison,5,positive,good for delivering food and items 🫡,2026-03-13 01:38:34,0
Glovo,Livraison,5,positive,fiable et paiement sécurisé,2026-03-12 18:34:22,0
Glovo,Livraison,5,positive,"produits frais et gourmands, belle portion, merci a zara et akram de Marrakech",2026-03-12 14:31:19,0
Glovo,Livraison,5,positive,bon service,2026-03-12 11:17:37,0
Glovo,Livraison,5,positive,très fiable,2026-03-12 09:10:50,0
Glovo,Livraison,5,positive,very good app,2026-03-11 10:00:05,0
Glovo,Livraison,5,positive,très bons kebab. on s'est régalé,2026-03-10 20:43:22,0
Glovo,Livraison,5,positive,génial,2026-03-10 17:21:05,0
Glovo,Livraison,5,positive,super,2026-03-09 19:26:58,0
Glovo,Livraison,5,positive,j'aime bien,2026-03-09 13:15:40,0
Glovo,Livraison,5,positive,good work,2026-03-09 05:58:13,0
Glovo,Livraison,5,positive,top,2026-03-09 00:06:09,0
Glovo,Livraison,5,positive,Top,2026-03-08 23:55:30,0
Glovo,Livraison,5,positive,très efficace 👌,2026-03-08 19:53:19,0
Glovo,Livraison,5,positive,Application très très bien et très large choix,2026-03-08 18:31:19,5
Glovo,Livraison,5,positive,rapide et agréable serviable,2026-03-08 15:01:41,0
Glovo,Livraison,5,positive,Merci beaucoup bon service 💪,2026-03-08 00:24:58,0
Glovo,Livraison,5,positive,Excellente,2026-03-07 18:40:22,0
Glovo,Livraison,5,positive,mercu pour le service rapide,2026-03-07 00:49:37,0
Glovo,Livraison,5,positive,très efficace,2026-03-06 18:55:38,0
Glovo,Livraison,5,positive,professionals,2026-03-06 01:41:22,0
Glovo,Livraison,5,positive,"jai commandé glovo express, rapide et le vin et la bière étaient frais 😁",2026-03-05 21:24:24,1
Glovo,Livraison,5,positive,manchallah merci beaucoup,2026-03-04 21:46:23,0
Glovo,Livraison,5,positive,جيد جداً,2026-03-04 21:19:00,0
Glovo,Livraison,5,positive,👍🏽👍🏽👍🏽👍🏽,2026-03-04 15:04:08,0
Glovo,Livraison,5,positive,C'est super cool,2026-03-04 12:56:32,0
Glovo,Livraison,5,positive,😁👍,2026-03-03 22:07:32,0
Glovo,Livraison,5,positive,خدمة روعة و في المستوى المطلوب,2026-03-03 05:23:25,0
Glovo,Livraison,5,positive,Good,2026-03-02 23:25:28,0
Glovo,Livraison,5,positive,super 👍🏾,2026-03-02 12:01:34,0
Glovo,Livraison,5,positive,Envoyez votre numéro de téléphone Envoyer votre numéro de téléphone,2026-03-02 06:48:48,0
Glovo,Livraison,5,positive,"Super, pensez à ajouter wave comme système de paiement.",2026-03-01 22:55:49,0
Glovo,Livraison,5,positive,fiable et rapide,2026-03-01 21:53:33,0
Glovo,Livraison,5,positive,تؤهنؤتعؤخرتع,2026-03-01 19:10:32,0
Glovo,Livraison,5,positive,meilleur,2026-03-01 14:09:21,0
Glovo,Livraison,5,positive,Très bon services,2026-02-28 23:03:09,0
Glovo,Livraison,5,positive,lool,2026-02-28 17:46:56,0
Glovo,Livraison,5,positive,Bien,2026-02-28 17:15:34,0
Glovo,Livraison,5,positive,j'ai aimé,2026-02-28 16:36:31,0
Glovo,Livraison,5,positive,merci beaucoup,2026-02-27 22:52:40,0
Glovo,Livraison,5,positive,nickel et rapide 🙏💯❤️💪🇲🇦,2026-02-26 22:41:30,0
Glovo,Livraison,5,positive,Livraison dans les délais. Emballage correct. 👍,2026-02-26 19:31:42,6
Glovo,Livraison,5,positive,je recommande,2026-02-25 21:42:02,0
Glovo,Livraison,5,positive,"rapide,je reçois toujours ma commande dans le temps😘",2026-02-25 20:29:44,1
Glovo,Livraison,5,positive,très bien,2026-02-23 15:42:24,0
Glovo,Livraison,5,positive,bravoooo,2026-02-23 09:40:28,0
Glovo,Livraison,5,positive,bravo,2026-02-21 23:53:38,0
Glovo,Livraison,5,positive,nice,2026-02-21 00:36:01,0
Glovo,Livraison,5,positive,perfecto 👍🆗,2026-02-20 22:50:13,0
Glovo,Livraison,5,positive,je suis un ancien client Mon téléphone a été recyclé suite à un verrouillage défectueux,2026-02-20 11:13:16,0
Glovo,Livraison,5,positive,its so amazing ! i love it because it come in 20 min ! 🩷,2026-02-20 07:53:28,1
Glovo,Livraison,5,positive,bon,2026-02-19 13:56:06,0
Glovo,Livraison,5,positive,excellente !!!je recommande vivement,2026-02-19 10:46:44,0
Glovo,Livraison,5,positive,Satisfait,2026-02-19 00:13:13,0
Glovo,Livraison,5,positive,bon service,2026-02-18 16:10:31,0
Glovo,Livraison,5,positive,heureusement qu'ils sont là pour nous rendre service,2026-02-18 08:37:10,0
Glovo,Livraison,5,positive,très bonne appli,2026-02-17 23:17:17,0
Glovo,Livraison,5,positive,services très rapide,2026-02-17 17:40:21,0
Glovo,Livraison,5,positive,bon courage,2026-02-17 10:34:49,0
Glovo,Livraison,5,positive,♥️,2026-02-16 23:49:37,0
Glovo,Livraison,5,positive,مضيباني الوقت,2026-02-16 23:15:30,0
Glovo,Livraison,5,positive,un très bon service,2026-02-16 22:41:19,0
Glovo,Livraison,5,positive,top,2026-02-16 22:20:35,0
Glovo,Livraison,5,positive,الخدمة في المستوى عمل جيد شكرا فريق كلووفو,2026-02-16 13:44:42,0
Glovo,Livraison,5,positive,merveilleux,2026-02-16 11:37:45,0
Glovo,Livraison,5,positive,le service de livraison parfait,2026-02-15 20:21:58,0
Glovo,Livraison,5,positive,très bon,2026-02-15 11:33:49,0
Glovo,Livraison,5,positive,bien,2026-02-14 23:14:05,0
Glovo,Livraison,5,positive,bravo,2026-02-14 23:00:22,0
Glovo,Livraison,5,positive,the best,2026-02-14 16:10:36,0
Glovo,Livraison,5,positive,très bien,2026-02-14 11:18:57,0
Glovo,Livraison,5,positive,nice,2026-02-14 08:59:09,0
Glovo,Livraison,5,positive,Vous vous améliorez chaque jour. j'aime bien vos services,2026-02-13 17:05:16,0
Glovo,Livraison,5,positive,j'aime,2026-02-13 15:20:16,0
Glovo,Livraison,5,positive,😍😍😍😍,2026-02-12 13:40:25,0
Glovo,Livraison,5,positive,❤️,2026-02-12 00:39:18,0
Glovo,Livraison,5,positive,trés Bien,2026-02-11 16:06:54,0
Glovo,Livraison,5,positive,"réactif, bien servi",2026-02-10 22:40:49,0
Glovo,Livraison,5,positive,le meilleur app de commende,2026-02-10 19:02:04,0
Glovo,Livraison,5,positive,super top le service,2026-02-10 13:25:48,0
Glovo,Livraison,5,positive,goood,2026-02-10 01:55:11,0
Glovo,Livraison,5,positive,best app for food,2026-02-10 01:20:56,0
Glovo,Livraison,5,positive,glovo market en particulier je suis tres satisfaite,2026-02-09 21:01:50,18
Glovo,Livraison,5,positive,Car set le meilleur jeux,2026-02-08 21:55:45,0
Glovo,Livraison,5,positive,satisfaite vraiment bravo,2026-02-08 13:41:30,0
Glovo,Livraison,5,positive,c'est très bien,2026-02-07 22:58:48,0
Glovo,Livraison,5,positive,I love it,2026-02-07 22:47:06,0
Glovo,Livraison,5,positive,fiabilité,2026-02-07 21:59:00,0
Glovo,Livraison,5,positive,parfait,2026-02-07 18:35:46,0
Glovo,Livraison,5,positive,bonne app,2026-02-06 22:17:17,0
Glovo,Livraison,5,positive,la livraison vient vite et parfaite,2026-02-06 21:12:11,0
Glovo,Livraison,5,positive,très bon service merci,2026-02-06 19:26:32,0
Glovo,Livraison,5,positive,Merci beaucoup,2026-02-06 16:17:29,0
Glovo,Livraison,5,positive,It's very user friendly. I am enjoying ordering different things,2026-02-06 15:56:19,0
Glovo,Livraison,5,positive,🥰🙏,2026-02-05 20:36:57,0
Glovo,Livraison,5,positive,A la hauteur de mes attentes,2026-02-05 18:37:25,0
Glovo,Livraison,5,positive,"App facile à utiliser, avec un visuel agréable, et la possibilité de suivre le parcours de la commande. Commande arrivée dans les temps. Je recommande et",2026-02-05 16:47:08,92
Glovo,Livraison,5,positive,très pratique rapide et beaucoup de choix .,2026-02-04 16:31:31,3
Glovo,Livraison,5,positive,très pratique et utile.,2026-02-04 13:57:04,2
Glovo,Livraison,5,positive,je veus deviner livreur comment je fais,2026-02-04 11:32:18,0
Glovo,Livraison,5,positive,Glovo la meilleure des autres applications.,2026-02-03 23:03:55,0
Glovo,Livraison,5,positive,1 ère commande très contente rapide efface,2026-02-03 20:58:13,0
Glovo,Livraison,5,positive,"très bon service. précis, facilite la vie pour des prix très raisonnables",2026-02-03 20:07:11,7
Glovo,Livraison,5,positive,Tres bon. Gouteux. On sent la propreté et la bonne hygiène.,2026-02-03 16:59:56,0
Glovo,Livraison,5,positive,service rapide,2026-02-03 16:16:12,0
Glovo,Livraison,5,positive,un grand remerciements au livreur vraiment top,2026-02-02 22:19:02,2
Glovo,Livraison,5,positive,top👌,2026-02-02 21:17:42,0
Glovo,Livraison,5,positive,super 🙏🏽,2026-02-02 14:53:58,0
Glovo,Livraison,5,positive,bon service,2026-02-01 23:03:09,0
Glovo,Livraison,5,positive,C'était top,2026-02-01 23:01:31,0
Glovo,Livraison,5,positive,Satisfait,2026-02-01 22:40:01,0
Glovo,Livraison,5,positive,Merci glovo pour cet service et la rapidité,2026-02-01 20:08:07,1
Glovo,Livraison,5,positive,"Best app, best service",2026-02-01 18:22:21,0
Glovo,Livraison,5,positive,Très bien. Mercii.,2026-02-01 10:32:52,2
Glovo,Livraison,5,positive,exl,2026-01-31 21:11:36,0
Glovo,Livraison,5,positive,c'est bon,2026-01-31 12:59:09,0
Glovo,Livraison,5,positive,perfect,2026-01-31 12:30:08,0
Glovo,Livraison,5,positive,incroyable,2026-01-31 11:38:43,0
Glovo,Livraison,5,positive,un service très agréable,2026-01-30 21:30:38,0
Glovo,Livraison,5,positive,",♥️♥️💯",2026-01-30 18:09:23,0
Glovo,Livraison,5,positive,mr6 ❤️❤️,2026-01-30 02:18:33,0
Glovo,Livraison,5,positive,J'adore 💙💜💛💚💝❤🧡,2026-01-30 02:11:29,0
Glovo,Livraison,5,positive,tres bon service,2026-01-29 11:51:47,0
Glovo,Livraison,5,positive,Bien conçu,2026-01-28 21:39:53,0
Glovo,Livraison,5,positive,livraison parfaite et toujours a l’heure a conseiller 👍,2026-01-28 13:49:05,1
Glovo,Livraison,5,positive,GOOD,2026-01-28 13:22:46,0
Glovo,Livraison,5,positive,excellent,2026-01-28 01:29:38,0
Glovo,Livraison,5,positive,adorable,2026-01-28 01:16:01,0
Glovo,Livraison,5,positive,perfect,2026-01-28 00:50:22,0
Glovo,Livraison,5,positive,efficace,2026-01-27 17:39:55,0
Glovo,Livraison,5,positive,جميل جدا ورائع والوقت المناسب,2026-01-26 21:52:40,0
Glovo,Livraison,5,positive,Thank you for this service,2026-01-26 21:50:43,0
Glovo,Livraison,5,positive,bon vourage,2026-01-26 21:40:31,0
Glovo,Livraison,5,positive,👍👍,2026-01-26 21:12:56,0
Glovo,Livraison,5,positive,super bon benna benna benna,2026-01-26 17:09:34,0
Glovo,Livraison,5,positive,good app,2026-01-26 10:47:35,0
Glovo,Livraison,5,positive,Top,2026-01-25 22:16:51,0
Glovo,Livraison,5,positive,excellent,2026-01-25 21:56:04,0
Glovo,Livraison,5,positive,top,2026-01-25 13:20:37,0
Glovo,Livraison,5,positive,"c,c'est vraiment magnifique 👍👍",2026-01-25 11:57:54,0
Glovo,Livraison,5,positive,Livraison extrêmement rapide de nuit ! Mieux que Uber !,2026-01-25 04:40:33,0
Glovo,Livraison,5,positive,le service est parfait... cependant les livreurs ne sont pas présentables. très souvent sales.,2026-01-24 19:25:01,31
Glovo,Livraison,5,positive,merci beaucoup,2026-01-24 15:44:03,0
Glovo,Livraison,5,positive,Merci glovo,2026-01-23 23:16:00,0
Glovo,Livraison,5,positive,bon service,2026-01-23 15:45:53,0
Glovo,Livraison,5,positive,Excellent,2026-01-23 10:39:38,0
Glovo,Livraison,5,positive,bon,2026-01-23 01:07:25,0
Glovo,Livraison,5,positive,excellent 👏,2026-01-22 22:22:30,0
Glovo,Livraison,5,positive,كان جيد جدا و سريع جدا شكرا لكم,2026-01-22 18:41:21,0
Glovo,Livraison,5,positive,✨PARFAIT✨,2026-01-22 16:31:41,0
Glovo,Livraison,5,positive,Très bon travail,2026-01-22 11:56:28,0
Glovo,Livraison,5,positive,"j'ai plus accès à l'application, depuis quelques jours... dommage ça fonctionnait avant.. j'ai plus les inscription comme restaurant, courses etc..",2026-01-20 21:04:53,85
Glovo,Livraison,5,positive,srvs top,2026-01-20 20:37:19,0
Glovo,Livraison,5,positive,super appli tres pratique pas cher du tout et des produits de qualités a bas prix aller trouvé mieux🤣🤣🤣,2026-01-20 20:15:58,15
Glovo,Livraison,5,positive,super,2026-01-20 18:48:56,0
Glovo,Livraison,5,positive,bon continuation,2026-01-19 22:38:13,0
Glovo,Livraison,5,positive,rapide,2026-01-19 13:26:48,0
Glovo,Livraison,5,positive,très fiable,2026-01-19 09:16:34,0
Glovo,Livraison,5,positive,Merci beaucoup,2026-01-19 01:55:14,0
Glovo,Livraison,5,positive,très bonne,2026-01-18 02:38:31,0
Glovo,Livraison,5,positive,livraison à temps avec professionnalisme,2026-01-17 21:19:04,0
Glovo,Livraison,5,positive,top,2026-01-17 12:43:30,0
Glovo,Livraison,5,positive,top glovo ❤️,2026-01-16 22:33:43,0
Glovo,Livraison,5,positive,une application très correcte ca me sauve ́la vie merci beaucoup,2026-01-16 16:40:32,1
Glovo,Livraison,5,positive,vraiment très rapide excellent,2026-01-16 15:51:11,0
Glovo,Livraison,5,positive,parfait,2026-01-16 01:17:43,0
Glovo,Livraison,5,positive,super efficace,2026-01-15 22:02:27,0
Glovo,Livraison,5,positive,wala glovo maxi b7al drari b3da ntoma katwslo lmakla w s7abi kaywslo l hdra,2026-01-15 20:18:08,0
Glovo,Livraison,5,positive,bien,2026-01-15 15:59:46,0
Glovo,Livraison,5,positive,تطبيق جميل جدا,2026-01-15 04:01:43,0
Glovo,Livraison,5,positive,"Super rapide, belle livraison, rapide .",2026-01-14 20:23:04,13
Glovo,Livraison,5,positive,très pratique top,2026-01-14 14:31:50,0
Glovo,Livraison,5,positive,derii nadiii tbarklah 3elih,2026-01-14 03:05:33,0
Glovo,Livraison,5,positive,3icha foug jbal trani chadit bazouletha tsahlget menii,2026-01-13 22:39:55,0
Glovo,Livraison,5,positive,top,2026-01-13 22:27:08,0
Glovo,Livraison,5,positive,Par-fait !! Per-fect !! Per-fekt ! Per-fec -to ! .. etc...,2026-01-13 19:19:30,0
Glovo,Livraison,5,positive,pratique et fiable,2026-01-13 18:54:41,0
Glovo,Livraison,5,positive,topp,2026-01-13 16:50:04,0
Glovo,Livraison,5,positive,excellent service 👍👏,2026-01-13 13:26:01,0
Glovo,Livraison,5,positive,Excellent livreur,2026-01-13 11:49:36,0
Glovo,Livraison,5,positive,Meilleur application pour les petits plaisirs,2026-01-13 00:05:07,1
Glovo,Livraison,5,positive,glovo au top rapide et efficace,2026-01-13 00:00:23,0
Glovo,Livraison,5,positive,livraison rapide.,2026-01-12 22:02:46,0
Glovo,Livraison,5,positive,"Parfait, rien à ajouter",2026-01-11 18:40:46,0
Glovo,Livraison,5,positive,très pratique,2026-01-11 18:06:00,0
Glovo,Livraison,5,positive,زوين,2026-01-11 17:19:55,0
Glovo,Livraison,5,positive,olala,2026-01-11 16:35:54,0
Glovo,Livraison,5,positive,merci glovo🥰😘😘,2026-01-11 03:44:20,0
Glovo,Livraison,5,positive,top🥳🥳🥳🥳,2026-01-10 19:19:29,0
Glovo,Livraison,5,positive,très bon,2026-01-10 17:11:57,0
Glovo,Livraison,5,positive,bonne application très vite service,2026-01-10 16:08:39,0
Glovo,Livraison,5,positive,Bon,2026-01-10 14:58:47,0
Glovo,Livraison,5,positive,Bien,2026-01-10 09:48:43,0
Glovo,Livraison,5,positive,bon service et rapide,2026-01-10 01:11:55,0
Glovo,Livraison,5,positive,🤩,2026-01-09 19:37:47,0
Glovo,Livraison,5,positive,Un très bon service,2026-01-09 18:39:16,0
Glovo,Livraison,5,positive,Magnifique,2026-01-09 11:09:25,0
Glovo,Livraison,5,positive,excellent,2026-01-09 09:09:03,0
Glovo,Livraison,5,positive,"Meilleur app, j'ai commandé a 1h du mat, je me suis fait livrer à domicile",2026-01-09 02:45:35,2
Glovo,Livraison,5,positive,service rapide et livreurs très respectueux et sympathiques,2026-01-08 21:56:13,0
Glovo,Livraison,5,positive,top,2026-01-08 02:20:35,0
Glovo,Livraison,5,positive,5sur 5 excellent,2026-01-07 15:26:52,0
Glovo,Livraison,5,positive,🙏🏼💯❤️🫵🏽,2026-01-07 15:10:43,0
Glovo,Livraison,5,positive,merci beaucoup,2026-01-06 22:13:10,0
Glovo,Livraison,5,positive,tres bon service,2026-01-06 17:39:43,0
Glovo,Livraison,5,positive,tooooooooop,2026-01-05 22:52:40,0
Glovo,Livraison,5,positive,livreurs 100/100 rapidement,2026-01-05 19:32:35,0
Glovo,Livraison,5,positive,"super livreur adorable , repas arrivé chaud merci beaucoup",2026-01-04 23:02:51,1
Glovo,Livraison,5,positive,🥰🥰,2026-01-04 22:25:43,0
Glovo,Livraison,5,positive,"bon service, merci",2026-01-04 21:56:02,0
Glovo,Livraison,5,positive,bravo.,2026-01-04 19:47:15,0
Glovo,Livraison,5,positive,trés bonne app,2026-01-04 16:47:39,0
Glovo,Livraison,5,positive,excellent,2026-01-04 15:26:20,0
Glovo,Livraison,5,positive,😄✌️,2026-01-04 13:31:24,0
Glovo,Livraison,5,positive,J'ai adoré les hamburgers 🍔 et les frites. c'est ma 1ère fois de commander chez Talaat par glovo. Merciiiiiiiii,2026-01-04 11:01:52,2
Glovo,Livraison,5,positive,bien,2026-01-04 07:01:23,0
Glovo,Livraison,5,positive,bninaaaaaaaaaaaa alkherr el mekla mn 3bd yobo chez mohamed aziz😍😍😍,2026-01-04 01:31:22,0
Glovo,Livraison,5,positive,Globo Sempre a frente,2026-01-03 21:29:22,0
Glovo,Livraison,5,positive,tooop,2026-01-03 19:54:58,0
Glovo,Livraison,5,positive,bravo 👏👍👍👏👏,2026-01-03 17:11:27,0
Glovo,Livraison,5,positive,trop fiable,2026-01-03 16:57:50,0
Glovo,Livraison,5,positive,c'est super efficace vous merité ces 5 étoiles,2026-01-03 13:11:05,1
Glovo,Livraison,5,positive,bravo 👍👏,2026-01-03 10:06:13,0
Glovo,Livraison,5,positive,bon app,2026-01-03 02:04:58,0
Glovo,Livraison,5,positive,Super 👍❤️❤️❤️,2026-01-02 16:19:10,0
Glovo,Livraison,5,positive,good,2026-01-02 12:45:16,0
Glovo,Livraison,5,positive,good 👍,2025-12-31 23:46:24,0
Glovo,Livraison,5,positive,très efficace,2025-12-31 15:20:50,0
Glovo,Livraison,5,positive,رائع جدا يعطيك خدمة جيدة,2025-12-30 22:17:11,0
Glovo,Livraison,5,positive,rapide efficace,2025-12-30 20:55:45,0
Glovo,Livraison,5,positive,"très bon service, a l'heure qu'ils disent les coursiers sont très sympathiques",2025-12-30 17:40:13,51
Glovo,Livraison,5,positive,super,2025-12-29 18:20:48,0
Glovo,Livraison,5,positive,bien,2025-12-29 15:45:06,0
Glovo,Livraison,5,positive,HADCHI ZWIN,2025-12-29 00:26:59,0
Glovo,Livraison,5,positive,Merci pour le service de glovo,2025-12-28 22:54:15,0
Glovo,Livraison,5,positive,au top franchement,2025-12-28 13:17:48,0
Glovo,Livraison,5,positive,شكرا كل عمال Glovo,2025-12-28 12:59:56,0
Glovo,Livraison,5,positive,C'est du bon croyez moi,2025-12-28 01:17:39,0
Glovo,Livraison,5,positive,une bonne aplication,2025-12-28 00:18:29,0
Glovo,Livraison,5,positive,excellent,2025-12-27 20:11:28,0
Glovo,Livraison,5,positive,livraison rapide et service impeccable,2025-12-27 19:02:59,1
Glovo,Livraison,5,positive,👍,2025-12-27 17:00:27,0
Glovo,Livraison,5,positive,"Super appli, continuez comme ça !",2025-12-26 21:45:14,1
Glovo,Livraison,5,positive,service sérieux et satisfaisant,2025-12-26 14:43:11,0
Glovo,Livraison,5,positive,excellent service,2025-12-26 13:04:57,0
Glovo,Livraison,5,positive,Facile d'utilisation et complète,2025-12-25 23:56:22,5
Glovo,Livraison,5,positive,wow that's is a good application,2025-12-25 21:41:09,0
Glovo,Livraison,5,positive,livraison rapide et livreur sympathique merci glovo,2025-12-25 14:23:01,0
